period,respondent,respondent-name,Day-ahead demand forecast,Total interchange,Solar,Wind,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WSC,Region,hour_sin,hour_cos,month_sin,month_cos,day_of_year,doy_sin,doy_cos,day_of_week,dow_sin,dow_cos,is_weekend,Pct_Solar,Pct_Wind,DA_forecast_yesterday,unexpect_dem_diff,lag_interchange_1h,lag_interchange_24h,interchange_roll_mean_3h,Net_generation_lag_1,Demand_30d_avg,Day-ahead demand forecast_30d_avg,Solar_30d_avg,Wind_30d_avg,Net generation_30d_avg,Total interchange_30d_avg,Pct_Solar_30d_avg,Pct_Wind_30d_avg,ALLSKY_SFC_SW_DWN_30d_avg,T2M_30d_avg,WSC_30d_avg,unexpect_dem_diff_30d_avg
2019-09-22 01:00:00,MIDW,Midwest,92956,-7495,1,8125,2019,9,22,1,0.0,20.86,8.66,MIDW,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0011672561310128282,9.48395606447923,98600.0,-6735.0,-7368.0,-8443.0,-7622.0,87046.0,85044.75,88008.17083333334,81.7125,6124.419444444445,79481.69305555556,-6921.475,0.09242897534727074,7.928000040377075,187.525,20.10679166666667,6.121555555555556,-3201.5125
2019-09-22 02:00:00,MIDW,Midwest,90520,-7445,0,8577,2019,9,22,2,0.0,20.98,8.72,MIDW,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,10.332116656427306,95679.0,-6367.0,-7495.0,-8342.0,-7496.0,85671.0,85036.6125,87999.56527777777,81.7125,6131.113888888889,79468.97083333334,-6925.5263888888885,0.09242897534727074,7.936689048314036,187.525,20.112041666666666,6.121430555555556,-3194.3680555555557
2019-09-22 03:00:00,MIDW,Midwest,86205,-7282,0,9237,2019,9,22,3,0.0,20.81,8.69,MIDW,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,11.677475632419313,90826.0,-5501.0,-7445.0,-8491.0,-7436.0,83013.0,85028.94027777777,87991.4125,81.7125,6136.8375,79457.82222222222,-6928.823611111111,0.09242897534727074,7.944752457845948,187.525,20.11761111111111,6.121416666666667,-3188.008333333333
2019-09-22 04:00:00,MIDW,Midwest,81501,-7532,0,8715,2019,9,22,4,0.0,20.45,8.71,MIDW,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,11.719065164187935,85833.0,-4757.0,-7282.0,-8745.0,-7407.333333333333,79101.0,85023.8125,87983.9125,81.7125,6141.094444444445,79449.20694444445,-6931.763888888889,0.09242897534727074,7.951289183461629,187.525,20.123305555555557,6.121777777777778,-3182.1041666666665
2019-09-22 05:00:00,MIDW,Midwest,77410,-7655,0,8078,2019,9,22,5,0.0,20.14,8.51,MIDW,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,11.548744049065721,80814.0,-3874.0,-7532.0,-8018.0,-7419.666666666667,74366.0,85019.86666666667,87978.425,81.7125,6144.5263888888885,79441.92638888888,-6934.872222222222,0.09242897534727074,7.956971872646092,187.525,20.128805555555555,6.122027777777778,-3176.0805555555557
2019-09-22 06:00:00,MIDW,Midwest,74254,-8520,0,5957,2019,9,22,6,0.0,19.87,8.6,MIDW,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,9.102716909629901,76949.0,-3636.0,-7655.0,-8280.0,-7489.666666666667,69947.0,85016.54861111111,87973.43055555556,81.7125,6144.877777777778,79435.38194444444,-6937.6,0.09242897534727074,7.958321918459552,187.525,20.13423611111111,6.122847222222222,-3174.161111111111
2019-09-22 07:00:00,MIDW,Midwest,70873,-9709,0,5566,2019,9,22,7,0.0,19.8,9.2,MIDW,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,9.086011851319805,73525.0,-2951.0,-8520.0,-8686.0,-7902.333333333333,65442.0,85012.98333333334,87967.875,81.7125,6144.275,79428.48611111111,-6940.429166666667,0.09242897534727074,7.958357824560266,187.525,20.139847222222222,6.124611111111111,-3172.3444444444444
2019-09-22 08:00:00,MIDW,Midwest,68465,-10127,0,4969,2019,9,22,8,0.0,19.73,9.29,MIDW,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,8.48806819152389,71208.0,-2880.0,-9709.0,-8402.0,-8628.0,61259.0,85008.86666666667,87961.61527777778,81.7125,6142.8805555555555,79420.94027777777,-6943.791666666667,0.09242897534727074,7.957179300526294,187.525,20.145680555555554,6.126736111111111,-3170.8305555555557
2019-09-22 09:00:00,MIDW,Midwest,67179,-10256,0,4014,2019,9,22,9,0.0,19.72,9.59,MIDW,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,7.034946896140768,69886.0,-2980.0,-10127.0,-8361.0,-9452.0,58541.0,85003.90694444445,87954.58194444445,81.7125,6140.031944444445,79410.93055555556,-6948.788888888889,0.09242897534727074,7.953842441476536,187.525,20.152,6.129861111111111,-3169.5208333333335
2019-09-22 10:00:00,MIDW,Midwest,66661,-10431,0,3967,2019,9,22,10,0.0,19.72,9.67,MIDW,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,7.060854706939821,69833.0,-3466.0,-10256.0,-8267.0,-10030.666666666666,57058.0,84997.22916666667,87945.22638888888,81.7125,6137.344444444445,79398.7,-6953.823611111111,0.09242897534727074,7.951035938464688,187.525,20.157888888888888,6.133166666666666,-3168.438888888889
2019-09-22 11:00:00,MIDW,Midwest,67149,-9922,0,3828,2019,9,22,11,0.0,19.82,9.72,MIDW,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,6.711550599621292,71309.0,-4596.0,-10431.0,-7827.0,-10271.333333333334,56183.0,84987.5625,87931.45555555556,81.7125,6135.143055555555,79384.03611111111,-6958.176388888889,0.09242897534727074,7.949235165369089,187.48044444444443,20.162569444444443,6.136333333333333,-3168.2472222222223
2019-09-22 12:00:00,MIDW,Midwest,68698,-9725,0,3881,2019,9,22,12,38.72,20.03,9.43,MIDW,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.0,6.626938050679598,73386.0,-5394.0,-9922.0,-7505.0,-10203.0,57036.0,84974.85555555555,87914.97638888888,81.71111111111111,6133.140277777778,79364.97361111111,-6963.720833333334,0.09242705404681162,7.948212163651169,187.25602777777777,20.164583333333333,6.139722222222223,-3168.445833333333
2019-09-22 13:00:00,MIDW,Midwest,70423,-9299,12,4268,2019,9,22,13,170.2,20.23,9.24,MIDW,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.01990743044841487,7.080409429486223,76095.0,-6984.0,-9725.0,-7476.0,-10026.0,58564.0,84960.03611111111,87896.89583333333,81.65694444444445,6131.656944444445,79344.02222222222,-6969.090277777777,0.09236071496781419,7.948212310645973,186.94070833333333,20.164861111111108,6.143194444444445,-3170.0402777777776
2019-09-22 14:00:00,MIDW,Midwest,73765,-9257,98,4237,2019,9,22,14,252.75,20.58,9.09,MIDW,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.1526313330322239,6.598968959770741,78757.0,-5911.0,-9299.0,-7113.0,-9648.666666666666,60279.0,84946.52638888889,87880.10138888888,81.55833333333334,6132.095833333334,79323.67916666667,-6975.3486111111115,0.09227503607487636,7.950471321996657,186.483375,20.164513888888887,6.146430555555556,-3170.45
2019-09-22 15:00:00,MIDW,Midwest,78508,-8225,159,3817,2019,9,22,15,342.83,21.73,9.42,MIDW,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.2276469324933782,5.464958121554871,83106.0,-5761.0,-9257.0,-6693.0,-9427.0,64207.0,84935.1236111111,87865.35833333334,81.48194444444445,6133.2555555555555,79307.3375,-6979.572222222222,0.09222701854537187,7.952986653829279,185.94077777777775,20.165125,6.150541666666667,-3169.7430555555557
2019-09-22 16:00:00,MIDW,Midwest,82839,-7627,170,3715,2019,9,22,16,322.27,23.13,9.58,MIDW,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.22717553987598887,4.9644537096429335,87304.0,-5722.0,-8225.0,-6775.0,-8927.0,69845.0,84926.125,87852.37916666667,81.35972222222222,6133.879166666667,79294.45138888889,-6983.004166666667,0.09211651072259629,7.95448865850434,185.22288888888892,20.16615277777778,6.15525,-3167.5444444444443
2019-09-22 17:00:00,MIDW,Midwest,86623,-6787,208,3210,2019,9,22,17,305.8,23.84,10.04,MIDW,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.2603514744905623,4.01792419766685,90839.0,-5162.0,-7627.0,-6675.0,-8369.666666666666,74832.0,84919.54861111111,87841.04305555555,81.24305555555556,6132.951388888889,79285.4361111111,-6984.956944444444,0.09200862461301129,7.953833957057925,184.41254166666667,20.16701388888889,6.1608888888888895,-3163.5652777777777
2019-09-22 18:00:00,MIDW,Midwest,89788,-6518,194,3401,2019,9,22,18,172.2,24.06,9.68,MIDW,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.2317497103128621,4.062787447288887,93654.0,-4705.0,-6787.0,-6259.0,-7546.333333333333,79892.0,84914.85416666667,87831.05555555556,81.1138888888889,6131.541666666667,79279.20277777778,-6986.156944444445,0.09187855405129988,7.952522745889989,183.4311527777778,20.168208333333332,6.165958333333334,-3157.886111111111
2019-09-22 19:00:00,MIDW,Midwest,92262,-6497,165,3582,2019,9,22,19,160.27,23.73,9.39,MIDW,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.19084190194196093,4.143004198521843,95853.0,-4307.0,-6518.0,-6527.0,-6977.333333333333,83711.0,84910.45555555556,87821.94305555556,80.9888888888889,6130.166666666667,79274.19722222222,-6986.405555555555,0.09175036900019676,7.951226298266465,182.67504166666666,20.169944444444443,6.170166666666666,-3151.8319444444446
2019-09-22 20:00:00,MIDW,Midwest,93777,-6852,143,3825,2019,9,22,20,88.82,23.26,9.17,MIDW,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.1634397787276842,4.371728347086657,97316.0,-4549.0,-6497.0,-6764.0,-6600.666666666667,86459.0,84906.36805555556,87813.68472222223,80.85833333333333,6128.965277777777,79269.49583333333,-6986.979166666667,0.09161516547027408,7.950130492922956,181.87379166666668,20.171652777777776,6.173472222222221,-3145.7027777777776
2019-09-22 21:00:00,MIDW,Midwest,94831,-6775,138,4476,2019,9,22,21,93.47,22.71,8.23,MIDW,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.15643598027546335,5.073967012412854,98244.0,-4835.0,-6852.0,-7558.0,-6622.333333333333,87494.0,84902.82361111112,87806.76527777778,80.77361111111111,6128.408333333334,79265.425,-6987.4430555555555,0.09152920012435452,7.9497460638706885,181.271625,20.172944444444447,6.175222222222222,-3139.7430555555557
2019-09-22 22:00:00,MIDW,Midwest,95247,-6330,117,4171,2019,9,22,22,30.95,22.3,7.54,MIDW,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.13164705088102258,4.693161104485001,98240.0,-4595.0,-6775.0,-7873.0,-6708.0,88215.0,84899.58194444445,87801.3875,80.68055555555556,6127.386111111111,79262.44722222222,-6986.965277777777,0.09143126850760913,7.948776508053402,180.8501388888889,20.174777777777777,6.175986111111111,-3133.9569444444446
2019-09-22 23:00:00,MIDW,Midwest,94240,-5901,62,3859,2019,9,22,23,12.7,21.51,6.3,MIDW,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,265,-0.9886775902323404,-0.15005539834465262,6,-0.7818314824680299,0.6234898018587334,1,0.06977503179265562,4.342933027223516,96947.0,-3723.0,-6330.0,-7625.0,-6652.333333333333,88874.0,84897.57361111112,87796.93472222223,80.54722222222222,6126.048611111111,79261.65138888889,-6985.743055555556,0.09128279703229661,7.947319572471019,180.6679861111111,20.177416666666666,6.175208333333334,-3127.034722222222
2019-09-23 00:00:00,MIDW,Midwest,92367,-5951,22,3192,2019,9,23,0,0.0,20.78,4.96,MIDW,0.0,1.0,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.025166729583490623,3.6514636741137307,94528.0,-2573.0,-5901.0,-7368.0,-6335.333333333333,88857.0,84897.63611111112,87793.53611111111,80.43333333333334,6124.148611111111,79262.71388888889,-6984.720833333334,0.09115105594681593,7.945082120592774,180.6519861111111,20.182694444444447,6.172583333333332,-3118.1916666666666
2019-09-23 01:00:00,MIDW,Midwest,92098,-6143,1,2836,2019,9,23,1,0.0,20.38,3.31,MIDW,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0011536686663590216,3.2718043377941854,92956.0,-1510.0,-5951.0,-7495.0,-6060.666666666667,87417.0,84901.09722222222,87793.10972222222,80.40555555555555,6121.669444444445,79265.8736111111,-6985.1125,0.09111810264961434,7.942022412524063,180.6519861111111,20.18951388888889,6.1678194444444445,-3107.073611111111
2019-09-23 02:00:00,MIDW,Midwest,89366,-7232,0,2439,2019,9,23,2,0.0,20.22,2.47,MIDW,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,2.93696188813294,90520.0,-1674.0,-6143.0,-7445.0,-5998.333333333333,86680.0,84902.64166666666,87790.98194444444,80.40555555555555,6116.563888888889,79266.44305555556,-6986.083333333333,0.09111810264961434,7.935823731672288,180.6519861111111,20.196930555555554,6.162402777777778,-3096.9236111111113
2019-09-23 03:00:00,MIDW,Midwest,84709,-7092,0,2559,2019,9,23,3,0.0,20.09,4.81,MIDW,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,3.268282714756443,86205.0,-1848.0,-7232.0,-7282.0,-6442.0,83045.0,84902.86388888888,87787.77638888889,80.40555555555555,6108.936111111111,79265.56527777777,-6986.584722222222,0.09111810264961434,7.926196100203401,180.6519861111111,20.204625,6.160583333333333,-3088.5486111111113
2019-09-23 04:00:00,MIDW,Midwest,79759,-7339,0,2750,2019,9,23,4,0.0,18.94,8.33,MIDW,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,3.7840217959655447,81501.0,-2312.0,-7092.0,-7532.0,-6822.333333333333,78298.0,84902.91527777778,87785.04027777778,80.40555555555555,6098.986111111111,79265.05277777778,-6986.458333333333,0.09111810264961434,7.912600537468718,180.6519861111111,20.210916666666666,6.164125,-3080.9972222222223
2019-09-23 05:00:00,MIDW,Midwest,75587,-7383,0,2992,2019,9,23,5,0.0,17.49,9.47,MIDW,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,4.358212433723708,77410.0,-2072.0,-7339.0,-7655.0,-7221.0,72674.0,84903.9388888889,87782.54444444444,80.40555555555555,6088.858333333334,79264.47361111111,-6987.555555555556,0.09111810264961434,7.897973807004835,180.6519861111111,20.21523611111111,6.169777777777777,-3074.4861111111113
2019-09-23 06:00:00,MIDW,Midwest,72086,-8424,0,3057,2019,9,23,6,0.0,16.81,8.32,MIDW,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,4.745862700655137,74254.0,-2142.0,-7383.0,-8520.0,-7271.333333333333,68652.0,84904.38055555556,87780.78888888888,80.40555555555555,6078.927777777778,79261.9,-6989.923611111111,0.09111810264961434,7.883172449608584,180.6519861111111,20.218652777777777,6.174069444444444,-3069.05
2019-09-23 07:00:00,MIDW,Midwest,69822,-8772,0,3257,2019,9,23,7,0.0,16.16,6.98,MIDW,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,5.279538344328995,70873.0,-1093.0,-8424.0,-9709.0,-7715.333333333333,64414.0,84905.25694444444,87780.05694444444,80.40555555555555,6070.084722222222,79260.99444444444,-6991.570833333333,0.09111810264961434,7.869064616487351,180.6519861111111,20.22127777777778,6.176388888888889,-3062.6180555555557
2019-09-23 08:00:00,MIDW,Midwest,68522,-8735,0,3081,2019,9,23,8,0.0,15.31,6.73,MIDW,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,5.119045641085284,68465.0,-124.0,-8772.0,-10127.0,-8193.0,61691.0,84906.77083333333,87780.29861111111,80.40555555555555,6061.140277777778,79260.2375,-6993.7555555555555,0.09111810264961434,7.8544006895413325,180.6519861111111,20.222916666666666,6.178013888888889,-3054.8444444444444
2019-09-23 09:00:00,MIDW,Midwest,68360,-8225,0,3283,2019,9,23,9,0.0,14.68,6.82,MIDW,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,5.460109435029188,67179.0,720.0,-8735.0,-10256.0,-8643.666666666666,60187.0,84909.275,87781.875,80.40555555555555,6052.740277777778,79260.39861111112,-6995.627777777778,0.09111810264961434,7.840388597019997,180.6519861111111,20.223819444444448,6.179791666666667,-3045.3069444444445
2019-09-23 10:00:00,MIDW,Midwest,70086,-7986,0,3613,2019,9,23,10,0.0,14.23,7.06,MIDW,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,5.853476767545849,66661.0,2510.0,-8225.0,-10431.0,-8577.333333333334,60127.0,84913.76388888889,87785.97638888888,80.40555555555555,6045.2555555555555,79263.58888888889,-6996.540277777778,0.09111810264961434,7.827479541555705,180.6519861111111,20.224333333333334,6.181458333333333,-3031.4625
2019-09-23 11:00:00,MIDW,Midwest,74115,-7264,0,3936,2019,9,23,11,0.0,13.66,7.25,MIDW,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,6.004118678971856,67149.0,4949.0,-7986.0,-9922.0,-8315.333333333334,61724.0,84921.50416666667,87794.20694444445,80.40555555555555,6038.215277777777,79271.13888888889,-6996.584722222222,0.09111810264961434,7.815014948435328,180.6126111111111,20.222569444444446,6.182194444444444,-3009.9513888888887
2019-09-23 12:00:00,MIDW,Midwest,79715,-6568,0,3540,2019,9,23,12,112.6,13.54,6.76,MIDW,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.0,4.958260967000952,68698.0,8544.0,-7264.0,-9725.0,-7825.0,65555.0,84935.10694444444,87808.74166666667,80.40555555555555,6031.211111111111,79284.97083333334,-6996.1819444444445,0.09111810264961434,7.802498076568157,180.5055972222222,20.216458333333332,6.182333333333333,-2979.8694444444445
2019-09-23 13:00:00,MIDW,Midwest,81726,-5972,13,3795,2019,9,23,13,296.7,14.47,6.31,MIDW,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.017448961786773687,5.093754613908165,70423.0,9129.0,-6568.0,-9299.0,-7272.666666666667,71396.0,84950.15,87823.05,80.39166666666667,6025.4875,79300.47361111111,-6995.625,0.09109190482725724,7.792215187808192,180.37895833333334,20.209263888888888,6.182277777777779,-2946.7458333333334
2019-09-23 14:00:00,MIDW,Midwest,83917,-5909,88,3424,2019,9,23,14,478.7,16.18,6.99,MIDW,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.11466545051794905,4.461528438334745,73765.0,7942.0,-5972.0,-9257.0,-6601.333333333333,74503.0,84963.7125,87835.53888888888,80.40555555555555,6020.559722222222,79314.125,-6995.654166666666,0.09108926788290533,7.78394087617079,180.24784722222222,20.202625,6.183430555555555,-2916.3888888888887
2019-09-23 15:00:00,MIDW,Midwest,86635,-5898,169,2673,2019,9,23,15,628.12,18.19,7.44,MIDW,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.21268027484835517,3.363872039465405,78508.0,5923.0,-5909.0,-8225.0,-6149.666666666667,76745.0,84975.86388888888,87847.01666666666,80.4375,6014.855555555556,79326.21666666666,-6995.238888888889,0.09109806975772025,7.775304273111301,180.1114861111111,20.197263888888887,6.18561111111111,-2889.4944444444445
2019-09-23 16:00:00,MIDW,Midwest,89339,-5238,190,2391,2019,9,23,16,727.22,19.78,7.8,MIDW,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.2286401925391095,2.8772563176895307,82839.0,4656.0,-5898.0,-7627.0,-5926.333333333333,79462.0,84987.81805555556,87857.92222222222,80.39583333333333,6007.602777777778,79338.8736111111,-6993.834722222222,0.0910026401162778,7.7650092881660635,179.98304166666665,20.19290277777778,6.188194444444444,-2864.561111111111
2019-09-23 17:00:00,MIDW,Midwest,91605,-5411,212,2772,2019,9,23,17,772.33,20.83,7.89,MIDW,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.24691933192014723,3.228586736238906,86623.0,3679.0,-5238.0,-6787.0,-5681.666666666667,83100.0,84999.96805555555,87868.52777777778,80.35833333333333,6000.280555555555,79351.58611111112,-6992.302777777778,0.0909128289956594,7.754928255233312,179.93866666666665,20.189138888888888,6.190555555555555,-2841.075
2019-09-23 18:00:00,MIDW,Midwest,93650,-5056,229,3165,2019,9,23,18,746.62,21.55,7.82,MIDW,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.2575667255283492,3.5598195908175776,89788.0,2958.0,-5411.0,-6518.0,-5515.666666666667,85858.0,85012.7,87879.225,80.33611111111111,5992.843055555555,79365.14861111112,-6991.025,0.0908406128966854,7.744920799795119,179.87501388888887,20.186027777777777,6.192347222222222,-2818.3555555555554
2019-09-23 19:00:00,MIDW,Midwest,95451,-5511,214,3528,2019,9,23,19,651.85,21.94,7.82,MIDW,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.23528635668971887,3.8789264785108792,92262.0,2729.0,-5056.0,-6497.0,-5235.0,88909.0,85026.64722222222,87890.26944444445,80.31111111111112,5985.573611111111,79379.47777777778,-6990.154166666666,0.09076779855297538,7.735216372139447,179.80925,20.183680555555554,6.193736111111111,-2795.295833333333
2019-09-23 20:00:00,MIDW,Midwest,96411,-5808,229,3822,2019,9,23,20,514.05,22.01,7.64,MIDW,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.24887787595231106,4.153760881614554,93777.0,2507.0,-5511.0,-6852.0,-5326.0,90953.0,85040.92777777778,87900.97777777778,80.31111111111112,5979.247222222222,79394.27777777778,-6989.126388888889,0.09072252411360207,7.726684659441869,179.64661111111113,20.18213888888889,6.194875000000001,-2772.7569444444443
2019-09-23 21:00:00,MIDW,Midwest,96822,-5897,233,3761,2019,9,23,21,358.58,21.71,7.24,MIDW,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.25110464489707945,4.053238495527535,94831.0,2125.0,-5808.0,-6775.0,-5458.333333333333,92013.0,85054.93194444444,87910.94861111112,80.35138888888889,5972.9736111111115,79408.68055555556,-6988.608333333334,0.0907275128709226,7.718364603576273,179.45811111111112,20.18126388888889,6.1956388888888885,-2751.8333333333335
2019-09-23 22:00:00,MIDW,Midwest,96616,-6962,214,3767,2019,9,23,22,184.18,20.93,6.48,MIDW,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.2328846132918349,4.099422141450196,95247.0,1806.0,-5897.0,-6330.0,-5738.666666666667,92790.0,85068.52222222222,87919.99166666667,80.38333333333334,5967.219444444445,79422.0611111111,-6988.679166666667,0.09072846499582697,7.710702408111133,179.26745833333334,20.18061111111111,6.195625000000001,-2732.865277777778
2019-09-23 23:00:00,MIDW,Midwest,95333,-6695,139,3554,2019,9,23,23,23.3,18.56,6.22,MIDW,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,266,-0.9911140639934546,-0.13301470653419636,0,0.0,1.0,0,0.15307695696224838,3.913924496718206,94240.0,1735.0,-6962.0,-5901.0,-6222.333333333333,91891.0,85080.81666666667,87928.15972222222,80.35,5962.0986111111115,79434.4986111111,-6988.122222222222,0.09066447853312673,7.70385122154488,179.10065277777778,20.17851388888889,6.195555555555554,-2716.1180555555557
2019-09-24 00:00:00,MIDW,Midwest,93402,-6378,36,3094,2019,9,24,0,0.0,16.59,6.62,MIDW,0.0,1.0,-1.0,-1.8369701987210297e-16,267,-0.9932568492674143,-0.11593459959550066,1,0.7818314824680298,0.6234898018587336,0,0.0406302198546341,3.491941673062164,92367.0,1140.0,-6695.0,-5951.0,-6518.0,90804.0,85092.32777777778,87936.3111111111,80.26666666666667,5957.627777777778,79446.73055555555,-6987.0055555555555,0.09055381873482152,7.697713189164194,179.08616666666668,20.177500000000002,6.195444444444445,-2701.2083333333335
