YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WSC,Region,datetime
2021,7,18,3,0.0,18.15,6.13,MIDW,2021-07-18 03:00:00
2021,7,18,4,0.0,18.04,5.98,MIDW,2021-07-18 04:00:00
2021,7,18,5,0.0,17.93,5.93,MIDW,2021-07-18 05:00:00
2021,7,18,6,0.0,17.85,5.99,MIDW,2021-07-18 06:00:00
2021,7,18,7,0.0,17.85,6.1,MIDW,2021-07-18 07:00:00
2021,7,18,8,0.0,17.95,6.17,MIDW,2021-07-18 08:00:00
2021,7,18,9,0.0,18.02,6.14,MIDW,2021-07-18 09:00:00
2021,7,18,10,3.3,18.05,6.21,MIDW,2021-07-18 10:00:00
2021,7,18,11,64.3,19.57,5.67,MIDW,2021-07-18 11:00:00
2021,7,18,12,178.5,21.35,5.21,MIDW,2021-07-18 12:00:00
2021,7,18,13,348.5,23.56,5.49,MIDW,2021-07-18 13:00:00
2021,7,18,14,547.05,25.34,5.5,MIDW,2021-07-18 14:00:00
2021,7,18,15,671.45,26.61,5.38,MIDW,2021-07-18 15:00:00
2021,7,18,16,701.25,27.61,5.1,MIDW,2021-07-18 16:00:00
2021,7,18,17,776.88,28.29,4.74,MIDW,2021-07-18 17:00:00
2021,7,18,18,760.97,28.69,4.4,MIDW,2021-07-18 18:00:00
2021,7,18,19,758.2,28.78,4.15,MIDW,2021-07-18 19:00:00
2021,7,18,20,643.38,28.52,4.0,MIDW,2021-07-18 20:00:00
2021,7,18,21,532.28,27.8,4.14,MIDW,2021-07-18 21:00:00
2021,7,18,22,362.02,27.04,4.33,MIDW,2021-07-18 22:00:00
2021,7,18,23,181.23,25.75,4.71,MIDW,2021-07-18 23:00:00
2021,7,19,0,58.92,23.29,5.45,MIDW,2021-07-19 00:00:00
2021,7,19,1,0.0,20.41,5.91,MIDW,2021-07-19 01:00:00
2021,7,19,2,0.0,19.17,5.52,MIDW,2021-07-19 02:00:00
2021,7,19,3,0.0,18.39,5.01,MIDW,2021-07-19 03:00:00
2021,7,19,4,0.0,17.84,4.62,MIDW,2021-07-19 04:00:00
2021,7,19,5,0.0,17.42,4.21,MIDW,2021-07-19 05:00:00
2021,7,19,6,0.0,17.1,3.77,MIDW,2021-07-19 06:00:00
2021,7,19,7,0.0,16.89,3.37,MIDW,2021-07-19 07:00:00
2021,7,19,8,0.0,16.67,3.12,MIDW,2021-07-19 08:00:00
2021,7,19,9,0.0,16.43,2.93,MIDW,2021-07-19 09:00:00
2021,7,19,10,3.0,16.1,3.08,MIDW,2021-07-19 10:00:00
2021,7,19,11,62.53,17.77,3.4,MIDW,2021-07-19 11:00:00
2021,7,19,12,185.82,19.74,2.95,MIDW,2021-07-19 12:00:00
2021,7,19,13,356.77,22.85,2.1,MIDW,2021-07-19 13:00:00
2021,7,19,14,524.2,25.54,1.72,MIDW,2021-07-19 14:00:00
2021,7,19,15,664.9,27.18,1.43,MIDW,2021-07-19 15:00:00
2021,7,19,16,707.8,28.49,1.02,MIDW,2021-07-19 16:00:00
2021,7,19,17,664.55,29.53,0.9,MIDW,2021-07-19 17:00:00
2021,7,19,18,697.8,30.08,1.21,MIDW,2021-07-19 18:00:00
2021,7,19,19,651.15,30.38,1.39,MIDW,2021-07-19 19:00:00
2021,7,19,20,562.72,30.41,1.58,MIDW,2021-07-19 20:00:00
2021,7,19,21,437.3,30.07,1.81,MIDW,2021-07-19 21:00:00
2021,7,19,22,284.73,29.43,1.75,MIDW,2021-07-19 22:00:00
2021,7,19,23,150.1,28.38,1.51,MIDW,2021-07-19 23:00:00
2021,7,20,0,36.42,25.82,1.97,MIDW,2021-07-20 00:00:00
2021,7,20,1,0.0,23.24,2.72,MIDW,2021-07-20 01:00:00
2021,7,20,2,0.0,21.77,2.84,MIDW,2021-07-20 02:00:00
2021,7,20,3,0.0,21.0,2.49,MIDW,2021-07-20 03:00:00
2021,7,20,4,0.0,20.61,2.07,MIDW,2021-07-20 04:00:00
2021,7,20,5,0.0,20.24,1.91,MIDW,2021-07-20 05:00:00
2021,7,20,6,0.0,19.81,2.19,MIDW,2021-07-20 06:00:00
2021,7,20,7,0.0,19.09,2.8,MIDW,2021-07-20 07:00:00
2021,7,20,8,0.0,18.27,3.5,MIDW,2021-07-20 08:00:00
2021,7,20,9,0.0,17.68,4.16,MIDW,2021-07-20 09:00:00
2021,7,20,10,2.47,17.3,4.68,MIDW,2021-07-20 10:00:00
2021,7,20,11,55.85,18.94,4.95,MIDW,2021-07-20 11:00:00
2021,7,20,12,177.75,21.17,4.16,MIDW,2021-07-20 12:00:00
2021,7,20,13,338.08,23.71,3.66,MIDW,2021-07-20 13:00:00
2021,7,20,14,493.75,26.57,4.18,MIDW,2021-07-20 14:00:00
2021,7,20,15,641.97,28.09,4.14,MIDW,2021-07-20 15:00:00
2021,7,20,16,739.92,29.38,4.41,MIDW,2021-07-20 16:00:00
2021,7,20,17,835.7,30.6,4.65,MIDW,2021-07-20 17:00:00
2021,7,20,18,777.6,31.65,4.88,MIDW,2021-07-20 18:00:00
2021,7,20,19,735.47,32.37,5.14,MIDW,2021-07-20 19:00:00
2021,7,20,20,593.55,32.6,5.35,MIDW,2021-07-20 20:00:00
2021,7,20,21,472.4,32.22,5.55,MIDW,2021-07-20 21:00:00
2021,7,20,22,292.35,30.86,5.97,MIDW,2021-07-20 22:00:00
2021,7,20,23,142.82,28.01,6.84,MIDW,2021-07-20 23:00:00
2021,7,21,0,44.25,24.14,7.64,MIDW,2021-07-21 00:00:00
2021,7,21,1,0.0,21.18,6.95,MIDW,2021-07-21 01:00:00
2021,7,21,2,0.0,19.88,5.92,MIDW,2021-07-21 02:00:00
2021,7,21,3,0.0,19.37,5.31,MIDW,2021-07-21 03:00:00
2021,7,21,4,0.0,19.13,5.16,MIDW,2021-07-21 04:00:00
2021,7,21,5,0.0,19.05,5.35,MIDW,2021-07-21 05:00:00
2021,7,21,6,0.0,18.96,5.28,MIDW,2021-07-21 06:00:00
2021,7,21,7,0.0,18.74,5.08,MIDW,2021-07-21 07:00:00
2021,7,21,8,0.0,18.36,5.02,MIDW,2021-07-21 08:00:00
2021,7,21,9,0.0,18.13,4.95,MIDW,2021-07-21 09:00:00
2021,7,21,10,2.1,17.9,5.04,MIDW,2021-07-21 10:00:00
2021,7,21,11,44.8,18.45,5.04,MIDW,2021-07-21 11:00:00
2021,7,21,12,105.05,19.46,5.09,MIDW,2021-07-21 12:00:00
2021,7,21,13,196.23,20.42,4.89,MIDW,2021-07-21 13:00:00
2021,7,21,14,333.23,21.22,4.34,MIDW,2021-07-21 14:00:00
2021,7,21,15,405.4,21.95,3.8,MIDW,2021-07-21 15:00:00
2021,7,21,16,452.23,22.84,3.42,MIDW,2021-07-21 16:00:00
2021,7,21,17,476.17,23.38,3.5,MIDW,2021-07-21 17:00:00
2021,7,21,18,456.3,23.2,3.59,MIDW,2021-07-21 18:00:00
2021,7,21,19,475.5,22.94,3.63,MIDW,2021-07-21 19:00:00
2021,7,21,20,422.58,22.88,3.47,MIDW,2021-07-21 20:00:00
2021,7,21,21,331.05,23.2,3.22,MIDW,2021-07-21 21:00:00
2021,7,21,22,224.3,23.32,3.2,MIDW,2021-07-21 22:00:00
2021,7,21,23,105.12,22.67,3.38,MIDW,2021-07-21 23:00:00
2021,7,22,0,40.55,21.12,3.96,MIDW,2021-07-22 00:00:00
2021,7,22,1,0.0,19.03,4.68,MIDW,2021-07-22 01:00:00
2021,7,22,2,0.0,18.12,4.76,MIDW,2021-07-22 02:00:00
2021,7,22,3,0.0,17.43,4.57,MIDW,2021-07-22 03:00:00
2021,7,22,4,0.0,16.93,4.31,MIDW,2021-07-22 04:00:00
2021,7,22,5,0.0,16.62,3.97,MIDW,2021-07-22 05:00:00
2021,7,22,6,0.0,16.44,3.69,MIDW,2021-07-22 06:00:00
2021,7,22,7,0.0,16.34,3.39,MIDW,2021-07-22 07:00:00
2021,7,22,8,0.0,16.3,3.12,MIDW,2021-07-22 08:00:00
2021,7,22,9,0.0,16.31,3.0,MIDW,2021-07-22 09:00:00
2021,7,22,10,0.0,16.33,3.05,MIDW,2021-07-22 10:00:00
2021,7,22,11,27.67,17.94,3.13,MIDW,2021-07-22 11:00:00
2021,7,22,12,118.28,19.78,2.63,MIDW,2021-07-22 12:00:00
2021,7,22,13,212.7,22.27,2.15,MIDW,2021-07-22 13:00:00
2021,7,22,14,365.6,24.82,1.78,MIDW,2021-07-22 14:00:00
2021,7,22,15,450.83,26.78,1.82,MIDW,2021-07-22 15:00:00
2021,7,22,16,508.3,27.97,1.87,MIDW,2021-07-22 16:00:00
2021,7,22,17,513.83,29.07,1.78,MIDW,2021-07-22 17:00:00
2021,7,22,18,635.28,30.1,1.8,MIDW,2021-07-22 18:00:00
2021,7,22,19,583.4,30.68,1.92,MIDW,2021-07-22 19:00:00
2021,7,22,20,486.88,30.67,2.12,MIDW,2021-07-22 20:00:00
2021,7,22,21,338.88,30.31,2.3,MIDW,2021-07-22 21:00:00
2021,7,22,22,232.32,29.82,2.48,MIDW,2021-07-22 22:00:00
2021,7,22,23,136.43,28.81,2.76,MIDW,2021-07-22 23:00:00
2021,7,23,0,50.7,26.78,3.61,MIDW,2021-07-23 00:00:00
2021,7,23,1,0.0,24.93,4.9,MIDW,2021-07-23 01:00:00
2021,7,23,2,0.0,24.24,5.77,MIDW,2021-07-23 02:00:00
2021,7,23,3,0.0,23.64,6.29,MIDW,2021-07-23 03:00:00
2021,7,23,4,0.0,23.07,6.71,MIDW,2021-07-23 04:00:00
2021,7,23,5,0.0,22.63,6.88,MIDW,2021-07-23 05:00:00
2021,7,23,6,0.0,22.26,6.64,MIDW,2021-07-23 06:00:00
2021,7,23,7,0.0,21.88,6.33,MIDW,2021-07-23 07:00:00
2021,7,23,8,0.0,21.52,6.13,MIDW,2021-07-23 08:00:00
2021,7,23,9,0.0,21.18,5.92,MIDW,2021-07-23 09:00:00
2021,7,23,10,0.0,20.89,5.74,MIDW,2021-07-23 10:00:00
2021,7,23,11,65.7,21.97,5.1,MIDW,2021-07-23 11:00:00
2021,7,23,12,163.75,23.37,4.04,MIDW,2021-07-23 12:00:00
2021,7,23,13,281.83,26.02,4.57,MIDW,2021-07-23 13:00:00
2021,7,23,14,466.85,28.36,4.98,MIDW,2021-07-23 14:00:00
2021,7,23,15,675.0,29.75,4.5,MIDW,2021-07-23 15:00:00
2021,7,23,16,694.3,30.73,4.07,MIDW,2021-07-23 16:00:00
2021,7,23,17,733.45,31.36,3.99,MIDW,2021-07-23 17:00:00
2021,7,23,18,760.6,31.35,4.22,MIDW,2021-07-23 18:00:00
2021,7,23,19,652.2,31.14,4.37,MIDW,2021-07-23 19:00:00
2021,7,23,20,509.12,31.17,4.4,MIDW,2021-07-23 20:00:00
2021,7,23,21,381.6,30.94,4.46,MIDW,2021-07-23 21:00:00
2021,7,23,22,262.05,30.48,4.77,MIDW,2021-07-23 22:00:00
2021,7,23,23,135.12,29.52,5.05,MIDW,2021-07-23 23:00:00
2021,7,24,0,45.83,27.65,4.96,MIDW,2021-07-24 00:00:00
2021,7,24,1,0.0,25.53,5.24,MIDW,2021-07-24 01:00:00
2021,7,24,2,0.0,24.86,5.67,MIDW,2021-07-24 02:00:00
2021,7,24,3,0.0,24.43,6.37,MIDW,2021-07-24 03:00:00
2021,7,24,4,0.0,24.19,7.01,MIDW,2021-07-24 04:00:00
2021,7,24,5,0.0,24.09,7.21,MIDW,2021-07-24 05:00:00
2021,7,24,6,0.0,23.72,7.12,MIDW,2021-07-24 06:00:00
2021,7,24,7,0.0,23.14,7.09,MIDW,2021-07-24 07:00:00
2021,7,24,8,0.0,22.78,7.17,MIDW,2021-07-24 08:00:00
2021,7,24,9,0.0,22.49,7.17,MIDW,2021-07-24 09:00:00
2021,7,24,10,0.0,22.26,7.14,MIDW,2021-07-24 10:00:00
2021,7,24,11,65.85,22.9,6.61,MIDW,2021-07-24 11:00:00
2021,7,24,12,187.02,24.18,5.84,MIDW,2021-07-24 12:00:00
2021,7,24,13,359.33,26.23,7.13,MIDW,2021-07-24 13:00:00
2021,7,24,14,495.65,28.26,8.13,MIDW,2021-07-24 14:00:00
2021,7,24,15,650.12,30.19,8.61,MIDW,2021-07-24 15:00:00
2021,7,24,16,755.75,31.75,8.93,MIDW,2021-07-24 16:00:00
2021,7,24,17,645.25,32.61,9.32,MIDW,2021-07-24 17:00:00
2021,7,24,18,723.05,32.98,9.69,MIDW,2021-07-24 18:00:00
2021,7,24,19,724.1,33.28,9.89,MIDW,2021-07-24 19:00:00
2021,7,24,20,679.97,33.07,9.99,MIDW,2021-07-24 20:00:00
2021,7,24,21,456.7,32.04,9.66,MIDW,2021-07-24 21:00:00
2021,7,24,22,275.35,31.2,8.5,MIDW,2021-07-24 22:00:00
2021,7,24,23,135.7,30.09,6.89,MIDW,2021-07-24 23:00:00
2021,7,25,0,38.42,28.41,6.19,MIDW,2021-07-25 00:00:00
2021,7,25,1,0.0,26.59,6.59,MIDW,2021-07-25 01:00:00
2021,7,25,2,0.0,25.64,7.49,MIDW,2021-07-25 02:00:00
2021,7,25,3,0.0,24.5,7.71,MIDW,2021-07-25 03:00:00
2021,7,25,4,0.0,23.46,7.05,MIDW,2021-07-25 04:00:00
2021,7,25,5,0.0,22.6,5.92,MIDW,2021-07-25 05:00:00
2021,7,25,6,0.0,21.88,4.71,MIDW,2021-07-25 06:00:00
2021,7,25,7,0.0,21.27,3.96,MIDW,2021-07-25 07:00:00
2021,7,25,8,0.0,20.65,3.96,MIDW,2021-07-25 08:00:00
2021,7,25,9,0.0,19.99,4.54,MIDW,2021-07-25 09:00:00
2021,7,25,10,0.0,19.38,5.24,MIDW,2021-07-25 10:00:00
2021,7,25,11,68.57,20.77,5.45,MIDW,2021-07-25 11:00:00
2021,7,25,12,226.23,22.27,4.11,MIDW,2021-07-25 12:00:00
2021,7,25,13,422.35,25.07,3.11,MIDW,2021-07-25 13:00:00
2021,7,25,14,603.55,28.82,3.25,MIDW,2021-07-25 14:00:00
2021,7,25,15,730.88,30.32,3.22,MIDW,2021-07-25 15:00:00
2021,7,25,16,822.28,31.39,3.6,MIDW,2021-07-25 16:00:00
2021,7,25,17,871.2,32.35,3.88,MIDW,2021-07-25 17:00:00
2021,7,25,18,860.0,32.95,3.99,MIDW,2021-07-25 18:00:00
2021,7,25,19,724.6,32.74,4.05,MIDW,2021-07-25 19:00:00
2021,7,25,20,622.3,32.31,4.17,MIDW,2021-07-25 20:00:00
2021,7,25,21,474.62,32.31,4.36,MIDW,2021-07-25 21:00:00
2021,7,25,22,319.4,31.94,4.65,MIDW,2021-07-25 22:00:00
2021,7,25,23,177.65,30.24,4.74,MIDW,2021-07-25 23:00:00
2021,7,26,0,40.97,26.84,4.95,MIDW,2021-07-26 00:00:00
2021,7,26,1,0.0,24.5,5.81,MIDW,2021-07-26 01:00:00
2021,7,26,2,0.0,23.5,6.75,MIDW,2021-07-26 02:00:00
2021,7,26,3,0.0,22.5,7.35,MIDW,2021-07-26 03:00:00
2021,7,26,4,0.0,21.44,7.44,MIDW,2021-07-26 04:00:00
2021,7,26,5,0.0,20.54,7.21,MIDW,2021-07-26 05:00:00
2021,7,26,6,0.0,19.79,6.76,MIDW,2021-07-26 06:00:00
2021,7,26,7,0.0,19.14,6.46,MIDW,2021-07-26 07:00:00
2021,7,26,8,0.0,18.57,6.27,MIDW,2021-07-26 08:00:00
2021,7,26,9,0.0,18.08,6.04,MIDW,2021-07-26 09:00:00
2021,7,26,10,0.0,17.78,5.57,MIDW,2021-07-26 10:00:00
2021,7,26,11,82.68,19.91,4.82,MIDW,2021-07-26 11:00:00
2021,7,26,12,248.43,22.9,3.27,MIDW,2021-07-26 12:00:00
2021,7,26,13,438.52,25.69,1.69,MIDW,2021-07-26 13:00:00
2021,7,26,14,616.35,29.76,2.27,MIDW,2021-07-26 14:00:00
2021,7,26,15,524.21,31.6,2.99,MIDW,2021-07-26 15:00:00
2021,7,26,16,869.12,32.82,2.92,MIDW,2021-07-26 16:00:00
2021,7,26,17,624.83,33.59,2.53,MIDW,2021-07-26 17:00:00
2021,7,26,18,928.33,34.25,1.85,MIDW,2021-07-26 18:00:00
2021,7,26,19,864.72,34.49,1.12,MIDW,2021-07-26 19:00:00
2021,7,26,20,751.55,34.48,0.42,MIDW,2021-07-26 20:00:00
2021,7,26,21,595.58,34.23,0.48,MIDW,2021-07-26 21:00:00
2021,7,26,22,412.15,33.72,1.01,MIDW,2021-07-26 22:00:00
2021,7,26,23,222.88,32.34,1.38,MIDW,2021-07-26 23:00:00
2021,7,27,0,57.8,29.67,2.16,MIDW,2021-07-27 00:00:00
2021,7,27,1,0.0,26.64,3.7,MIDW,2021-07-27 01:00:00
2021,7,27,2,0.0,24.97,5.17,MIDW,2021-07-27 02:00:00
2021,7,27,3,0.0,23.89,6.17,MIDW,2021-07-27 03:00:00
2021,7,27,4,0.0,23.03,6.57,MIDW,2021-07-27 04:00:00
2021,7,27,5,0.0,22.32,6.55,MIDW,2021-07-27 05:00:00
2021,7,27,6,0.0,21.8,6.27,MIDW,2021-07-27 06:00:00
2021,7,27,7,0.0,21.47,5.89,MIDW,2021-07-27 07:00:00
2021,7,27,8,0.0,21.5,5.55,MIDW,2021-07-27 08:00:00
2021,7,27,9,0.0,21.43,5.04,MIDW,2021-07-27 09:00:00
2021,7,27,10,0.0,20.83,4.82,MIDW,2021-07-27 10:00:00
2021,7,27,11,63.62,21.99,4.34,MIDW,2021-07-27 11:00:00
2021,7,27,12,184.8,23.56,2.95,MIDW,2021-07-27 12:00:00
2021,7,27,13,346.4,24.26,1.97,MIDW,2021-07-27 13:00:00
2021,7,27,14,544.97,26.0,1.16,MIDW,2021-07-27 14:00:00
2021,7,27,15,622.0,29.06,1.01,MIDW,2021-07-27 15:00:00
2021,7,27,16,642.08,30.98,2.78,MIDW,2021-07-27 16:00:00
2021,7,27,17,564.1,32.01,4.11,MIDW,2021-07-27 17:00:00
2021,7,27,18,519.17,32.73,5.1,MIDW,2021-07-27 18:00:00
2021,7,27,19,630.25,33.09,5.85,MIDW,2021-07-27 19:00:00
2021,7,27,20,548.38,33.1,6.34,MIDW,2021-07-27 20:00:00
2021,7,27,21,466.75,32.76,6.29,MIDW,2021-07-27 21:00:00
2021,7,27,22,342.83,31.82,5.89,MIDW,2021-07-27 22:00:00
2021,7,27,23,194.52,30.41,5.38,MIDW,2021-07-27 23:00:00
2021,7,28,0,45.72,27.4,5.08,MIDW,2021-07-28 00:00:00
2021,7,28,1,0.0,24.9,5.05,MIDW,2021-07-28 01:00:00
2021,7,28,2,0.0,24.02,4.79,MIDW,2021-07-28 02:00:00
2021,7,28,3,0.0,23.35,4.65,MIDW,2021-07-28 03:00:00
2021,7,28,4,0.0,23.11,4.58,MIDW,2021-07-28 04:00:00
2021,7,28,5,0.0,22.77,4.66,MIDW,2021-07-28 05:00:00
2021,7,28,6,0.0,22.62,4.53,MIDW,2021-07-28 06:00:00
2021,7,28,7,0.0,22.48,4.33,MIDW,2021-07-28 07:00:00
2021,7,28,8,0.0,22.36,3.68,MIDW,2021-07-28 08:00:00
2021,7,28,9,0.0,22.22,3.17,MIDW,2021-07-28 09:00:00
2021,7,28,10,0.0,21.99,2.98,MIDW,2021-07-28 10:00:00
2021,7,28,11,47.38,22.71,2.78,MIDW,2021-07-28 11:00:00
2021,7,28,12,155.55,23.41,2.36,MIDW,2021-07-28 12:00:00
2021,7,28,13,328.98,25.0,3.15,MIDW,2021-07-28 13:00:00
2021,7,28,14,508.02,26.81,3.9,MIDW,2021-07-28 14:00:00
2021,7,28,15,590.97,28.85,4.02,MIDW,2021-07-28 15:00:00
2021,7,28,16,617.4,30.44,4.24,MIDW,2021-07-28 16:00:00
2021,7,28,17,631.5,31.16,4.12,MIDW,2021-07-28 17:00:00
2021,7,28,18,640.25,31.35,4.18,MIDW,2021-07-28 18:00:00
2021,7,28,19,546.8,31.09,4.44,MIDW,2021-07-28 19:00:00
2021,7,28,20,445.62,30.65,4.78,MIDW,2021-07-28 20:00:00
2021,7,28,21,364.77,30.51,4.63,MIDW,2021-07-28 21:00:00
2021,7,28,22,232.5,30.35,4.61,MIDW,2021-07-28 22:00:00
2021,7,28,23,110.93,29.39,4.77,MIDW,2021-07-28 23:00:00
2021,7,29,0,31.17,27.27,5.1,MIDW,2021-07-29 00:00:00
2021,7,29,1,0.0,25.64,5.93,MIDW,2021-07-29 01:00:00
2021,7,29,2,0.0,25.14,5.87,MIDW,2021-07-29 02:00:00
2021,7,29,3,0.0,24.86,5.91,MIDW,2021-07-29 03:00:00
2021,7,29,4,0.0,24.89,6.82,MIDW,2021-07-29 04:00:00
2021,7,29,5,0.0,24.89,7.99,MIDW,2021-07-29 05:00:00
2021,7,29,6,0.0,24.57,8.41,MIDW,2021-07-29 06:00:00
2021,7,29,7,0.0,24.26,8.82,MIDW,2021-07-29 07:00:00
2021,7,29,8,0.0,23.93,9.22,MIDW,2021-07-29 08:00:00
2021,7,29,9,0.0,23.62,9.16,MIDW,2021-07-29 09:00:00
2021,7,29,10,0.0,23.39,9.63,MIDW,2021-07-29 10:00:00
2021,7,29,11,46.08,23.65,10.28,MIDW,2021-07-29 11:00:00
2021,7,29,12,154.77,24.59,8.49,MIDW,2021-07-29 12:00:00
2021,7,29,13,287.67,26.12,8.66,MIDW,2021-07-29 13:00:00
2021,7,29,14,480.3,28.51,8.4,MIDW,2021-07-29 14:00:00
2021,7,29,15,674.65,30.54,8.28,MIDW,2021-07-29 15:00:00
2021,7,29,16,403.38,31.91,7.89,MIDW,2021-07-29 16:00:00
2021,7,29,17,548.35,32.75,7.21,MIDW,2021-07-29 17:00:00
2021,7,29,18,580.47,33.04,6.67,MIDW,2021-07-29 18:00:00
2021,7,29,19,652.45,33.1,6.22,MIDW,2021-07-29 19:00:00
2021,7,29,20,596.8,33.0,6.02,MIDW,2021-07-29 20:00:00
2021,7,29,21,470.27,32.28,6.16,MIDW,2021-07-29 21:00:00
2021,7,29,22,336.9,30.99,6.59,MIDW,2021-07-29 22:00:00
2021,7,29,23,165.18,29.12,7.05,MIDW,2021-07-29 23:00:00
2021,7,30,0,41.95,26.17,7.16,MIDW,2021-07-30 00:00:00
2021,7,30,1,0.0,23.28,6.6,MIDW,2021-07-30 01:00:00
2021,7,30,2,0.0,21.61,5.38,MIDW,2021-07-30 02:00:00
2021,7,30,3,0.0,20.81,5.09,MIDW,2021-07-30 03:00:00
2021,7,30,4,0.0,20.33,5.77,MIDW,2021-07-30 04:00:00
2021,7,30,5,0.0,20.27,6.42,MIDW,2021-07-30 05:00:00
2021,7,30,6,0.0,20.2,7.1,MIDW,2021-07-30 06:00:00
2021,7,30,7,0.0,19.9,7.56,MIDW,2021-07-30 07:00:00
2021,7,30,8,0.0,19.1,7.61,MIDW,2021-07-30 08:00:00
2021,7,30,9,0.0,17.91,7.48,MIDW,2021-07-30 09:00:00
2021,7,30,10,0.0,17.01,7.56,MIDW,2021-07-30 10:00:00
2021,7,30,11,62.1,17.33,7.07,MIDW,2021-07-30 11:00:00
2021,7,30,12,201.23,19.05,7.49,MIDW,2021-07-30 12:00:00
2021,7,30,13,382.8,20.68,7.66,MIDW,2021-07-30 13:00:00
2021,7,30,14,538.25,22.13,7.36,MIDW,2021-07-30 14:00:00
2021,7,30,15,703.08,23.49,7.0,MIDW,2021-07-30 15:00:00
2021,7,30,16,782.83,24.44,6.61,MIDW,2021-07-30 16:00:00
2021,7,30,17,784.75,25.24,6.26,MIDW,2021-07-30 17:00:00
2021,7,30,18,653.0,25.77,5.92,MIDW,2021-07-30 18:00:00
2021,7,30,19,577.7,25.71,5.49,MIDW,2021-07-30 19:00:00
2021,7,30,20,253.52,25.24,5.07,MIDW,2021-07-30 20:00:00
2021,7,30,21,217.07,24.72,4.79,MIDW,2021-07-30 21:00:00
2021,7,30,22,121.25,23.56,4.39,MIDW,2021-07-30 22:00:00
2021,7,30,23,52.88,22.0,4.05,MIDW,2021-07-30 23:00:00
2021,7,31,0,18.85,20.35,3.98,MIDW,2021-07-31 00:00:00
2021,7,31,1,0.0,18.9,4.1,MIDW,2021-07-31 01:00:00
2021,7,31,2,0.0,17.6,3.68,MIDW,2021-07-31 02:00:00
2021,7,31,3,0.0,17.12,3.1,MIDW,2021-07-31 03:00:00
2021,7,31,4,0.0,17.06,2.71,MIDW,2021-07-31 04:00:00
2021,7,31,5,0.0,17.1,2.38,MIDW,2021-07-31 05:00:00
2021,7,31,6,0.0,16.99,1.86,MIDW,2021-07-31 06:00:00
2021,7,31,7,0.0,16.7,1.44,MIDW,2021-07-31 07:00:00
2021,7,31,8,0.0,16.74,1.15,MIDW,2021-07-31 08:00:00
2021,7,31,9,0.0,16.48,1.13,MIDW,2021-07-31 09:00:00
2021,7,31,10,0.0,16.35,0.66,MIDW,2021-07-31 10:00:00
2021,7,31,11,42.22,16.83,0.19,MIDW,2021-07-31 11:00:00
2021,7,31,12,132.05,19.02,0.84,MIDW,2021-07-31 12:00:00
2021,7,31,13,243.35,21.21,1.16,MIDW,2021-07-31 13:00:00
2021,7,31,14,385.2,23.09,1.74,MIDW,2021-07-31 14:00:00
2021,7,31,15,467.83,24.62,1.9,MIDW,2021-07-31 15:00:00
2021,7,31,16,630.8,25.92,2.34,MIDW,2021-07-31 16:00:00
2021,7,31,17,743.8,26.98,3.14,MIDW,2021-07-31 17:00:00
2021,7,31,18,769.4,27.76,3.83,MIDW,2021-07-31 18:00:00
2021,7,31,19,757.47,28.28,4.17,MIDW,2021-07-31 19:00:00
2021,7,31,20,658.53,28.49,4.38,MIDW,2021-07-31 20:00:00
2021,7,31,21,519.2,28.33,4.73,MIDW,2021-07-31 21:00:00
2021,7,31,22,361.7,27.67,5.13,MIDW,2021-07-31 22:00:00
2021,7,31,23,189.73,26.39,5.46,MIDW,2021-07-31 23:00:00
2021,8,1,0,40.9,23.87,5.78,MIDW,2021-08-01 00:00:00
2021,8,1,1,0.0,21.96,6.66,MIDW,2021-08-01 01:00:00
2021,8,1,2,0.0,21.31,7.18,MIDW,2021-08-01 02:00:00
2021,8,1,3,0.0,20.97,7.26,MIDW,2021-08-01 03:00:00
2021,8,1,4,0.0,20.41,7.29,MIDW,2021-08-01 04:00:00
2021,8,1,5,0.0,19.5,7.5,MIDW,2021-08-01 05:00:00
2021,8,1,6,0.0,19.0,7.65,MIDW,2021-08-01 06:00:00
2021,8,1,7,0.0,18.39,7.35,MIDW,2021-08-01 07:00:00
2021,8,1,8,0.0,17.77,7.1,MIDW,2021-08-01 08:00:00
2021,8,1,9,0.0,17.29,7.07,MIDW,2021-08-01 09:00:00
2021,8,1,10,0.0,16.98,7.23,MIDW,2021-08-01 10:00:00
2021,8,1,11,48.42,17.83,6.86,MIDW,2021-08-01 11:00:00
2021,8,1,12,184.35,19.78,7.04,MIDW,2021-08-01 12:00:00
2021,8,1,13,356.42,21.93,7.17,MIDW,2021-08-01 13:00:00
2021,8,1,14,531.72,23.64,6.87,MIDW,2021-08-01 14:00:00
2021,8,1,15,680.22,24.78,6.75,MIDW,2021-08-01 15:00:00
2021,8,1,16,708.95,25.57,6.65,MIDW,2021-08-01 16:00:00
2021,8,1,17,797.72,25.99,6.5,MIDW,2021-08-01 17:00:00
2021,8,1,18,785.62,26.43,6.32,MIDW,2021-08-01 18:00:00
2021,8,1,19,732.53,26.61,6.17,MIDW,2021-08-01 19:00:00
2021,8,1,20,645.15,26.69,6.16,MIDW,2021-08-01 20:00:00
2021,8,1,21,509.02,26.15,6.4,MIDW,2021-08-01 21:00:00
2021,8,1,22,344.05,25.16,6.77,MIDW,2021-08-01 22:00:00
2021,8,1,23,173.95,23.57,7.13,MIDW,2021-08-01 23:00:00
