YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WSC,Region,datetime
2019,8,1,0,43.62,19.07,6.14,MIDW,2019-08-01 00:00:00
2019,8,1,1,0.0,16.4,5.74,MIDW,2019-08-01 01:00:00
2019,8,1,2,0.0,15.46,5.04,MIDW,2019-08-01 02:00:00
2019,8,1,3,0.0,14.79,4.69,MIDW,2019-08-01 03:00:00
2019,8,1,4,0.0,14.22,4.73,MIDW,2019-08-01 04:00:00
2019,8,1,5,0.0,13.73,4.82,MIDW,2019-08-01 05:00:00
2019,8,1,6,0.0,13.32,4.85,MIDW,2019-08-01 06:00:00
2019,8,1,7,0.0,13.07,4.77,MIDW,2019-08-01 07:00:00
2019,8,1,8,0.0,13.24,4.7,MIDW,2019-08-01 08:00:00
2019,8,1,9,0.0,13.18,4.61,MIDW,2019-08-01 09:00:00
2019,8,1,10,0.0,12.59,4.61,MIDW,2019-08-01 10:00:00
2019,8,1,11,69.25,14.14,4.84,MIDW,2019-08-01 11:00:00
2019,8,1,12,227.2,16.88,4.41,MIDW,2019-08-01 12:00:00
2019,8,1,13,399.95,19.4,3.8,MIDW,2019-08-01 13:00:00
2019,8,1,14,568.6,21.86,3.39,MIDW,2019-08-01 14:00:00
2019,8,1,15,738.25,23.58,3.12,MIDW,2019-08-01 15:00:00
2019,8,1,16,777.35,24.84,3.04,MIDW,2019-08-01 16:00:00
2019,8,1,17,819.2,25.79,3.12,MIDW,2019-08-01 17:00:00
2019,8,1,18,799.58,26.39,3.25,MIDW,2019-08-01 18:00:00
2019,8,1,19,795.67,26.71,3.25,MIDW,2019-08-01 19:00:00
2019,8,1,20,712.65,26.72,3.06,MIDW,2019-08-01 20:00:00
2019,8,1,21,582.62,26.38,3.0,MIDW,2019-08-01 21:00:00
2019,8,1,22,387.2,25.83,3.35,MIDW,2019-08-01 22:00:00
2019,8,1,23,203.52,24.62,3.95,MIDW,2019-08-01 23:00:00
2019,8,2,0,47.62,21.44,4.83,MIDW,2019-08-02 00:00:00
2019,8,2,1,0.0,18.73,5.41,MIDW,2019-08-02 01:00:00
2019,8,2,2,0.0,17.75,5.3,MIDW,2019-08-02 02:00:00
2019,8,2,3,0.0,17.0,4.84,MIDW,2019-08-02 03:00:00
2019,8,2,4,0.0,16.39,4.47,MIDW,2019-08-02 04:00:00
2019,8,2,5,0.0,15.95,4.11,MIDW,2019-08-02 05:00:00
2019,8,2,6,0.0,15.82,3.6,MIDW,2019-08-02 06:00:00
2019,8,2,7,0.0,15.74,3.16,MIDW,2019-08-02 07:00:00
2019,8,2,8,0.0,15.46,2.95,MIDW,2019-08-02 08:00:00
2019,8,2,9,0.0,14.92,3.04,MIDW,2019-08-02 09:00:00
2019,8,2,10,0.0,14.5,3.25,MIDW,2019-08-02 10:00:00
2019,8,2,11,67.12,16.08,3.37,MIDW,2019-08-02 11:00:00
2019,8,2,12,235.4,19.14,2.89,MIDW,2019-08-02 12:00:00
2019,8,2,13,427.33,22.0,1.71,MIDW,2019-08-02 13:00:00
2019,8,2,14,605.95,24.48,0.81,MIDW,2019-08-02 14:00:00
2019,8,2,15,753.88,25.89,0.8,MIDW,2019-08-02 15:00:00
2019,8,2,16,839.12,26.97,1.15,MIDW,2019-08-02 16:00:00
2019,8,2,17,916.65,27.76,1.64,MIDW,2019-08-02 17:00:00
2019,8,2,18,909.35,28.3,2.15,MIDW,2019-08-02 18:00:00
2019,8,2,19,853.08,28.5,2.66,MIDW,2019-08-02 19:00:00
2019,8,2,20,736.92,28.35,3.0,MIDW,2019-08-02 20:00:00
2019,8,2,21,583.92,27.89,3.22,MIDW,2019-08-02 21:00:00
2019,8,2,22,403.52,27.47,3.27,MIDW,2019-08-02 22:00:00
2019,8,2,23,215.57,26.27,3.27,MIDW,2019-08-02 23:00:00
2019,8,3,0,39.58,23.13,3.67,MIDW,2019-08-03 00:00:00
2019,8,3,1,0.0,20.53,3.96,MIDW,2019-08-03 01:00:00
2019,8,3,2,0.0,19.66,3.7,MIDW,2019-08-03 02:00:00
2019,8,3,3,0.0,19.33,3.04,MIDW,2019-08-03 03:00:00
2019,8,3,4,0.0,19.4,2.3,MIDW,2019-08-03 04:00:00
2019,8,3,5,0.0,19.16,1.74,MIDW,2019-08-03 05:00:00
2019,8,3,6,0.0,19.45,1.3,MIDW,2019-08-03 06:00:00
2019,8,3,7,0.0,19.37,0.75,MIDW,2019-08-03 07:00:00
2019,8,3,8,0.0,19.15,0.24,MIDW,2019-08-03 08:00:00
2019,8,3,9,0.0,18.51,0.9,MIDW,2019-08-03 09:00:00
2019,8,3,10,0.0,17.23,1.58,MIDW,2019-08-03 10:00:00
2019,8,3,11,62.0,17.7,2.19,MIDW,2019-08-03 11:00:00
2019,8,3,12,225.88,19.88,2.26,MIDW,2019-08-03 12:00:00
2019,8,3,13,406.6,22.29,1.85,MIDW,2019-08-03 13:00:00
2019,8,3,14,594.3,25.62,2.29,MIDW,2019-08-03 14:00:00
2019,8,3,15,741.15,27.25,2.23,MIDW,2019-08-03 15:00:00
2019,8,3,16,843.92,28.44,2.04,MIDW,2019-08-03 16:00:00
2019,8,3,17,905.92,29.33,1.81,MIDW,2019-08-03 17:00:00
2019,8,3,18,890.42,29.89,1.63,MIDW,2019-08-03 18:00:00
2019,8,3,19,842.9,30.19,1.34,MIDW,2019-08-03 19:00:00
2019,8,3,20,728.15,30.24,0.92,MIDW,2019-08-03 20:00:00
2019,8,3,21,569.38,30.11,0.47,MIDW,2019-08-03 21:00:00
2019,8,3,22,392.55,29.89,0.39,MIDW,2019-08-03 22:00:00
2019,8,3,23,207.05,28.8,0.85,MIDW,2019-08-03 23:00:00
2019,8,4,0,43.2,26.86,1.34,MIDW,2019-08-04 00:00:00
2019,8,4,1,0.0,25.09,1.87,MIDW,2019-08-04 01:00:00
2019,8,4,2,0.0,23.91,2.37,MIDW,2019-08-04 02:00:00
2019,8,4,3,0.0,22.96,2.67,MIDW,2019-08-04 03:00:00
2019,8,4,4,0.0,22.18,2.71,MIDW,2019-08-04 04:00:00
2019,8,4,5,0.0,21.62,2.5,MIDW,2019-08-04 05:00:00
2019,8,4,6,0.0,21.36,2.05,MIDW,2019-08-04 06:00:00
2019,8,4,7,0.0,21.14,1.44,MIDW,2019-08-04 07:00:00
2019,8,4,8,0.0,21.18,0.86,MIDW,2019-08-04 08:00:00
2019,8,4,9,0.0,20.8,0.62,MIDW,2019-08-04 09:00:00
2019,8,4,10,0.0,20.15,0.83,MIDW,2019-08-04 10:00:00
2019,8,4,11,45.15,20.26,1.39,MIDW,2019-08-04 11:00:00
2019,8,4,12,182.5,21.31,1.79,MIDW,2019-08-04 12:00:00
2019,8,4,13,344.0,23.1,1.83,MIDW,2019-08-04 13:00:00
2019,8,4,14,513.95,24.77,1.89,MIDW,2019-08-04 14:00:00
2019,8,4,15,705.15,26.12,2.19,MIDW,2019-08-04 15:00:00
2019,8,4,16,819.22,27.32,2.46,MIDW,2019-08-04 16:00:00
2019,8,4,17,842.42,28.15,2.53,MIDW,2019-08-04 17:00:00
2019,8,4,18,849.58,28.75,2.49,MIDW,2019-08-04 18:00:00
2019,8,4,19,772.3,29.13,2.42,MIDW,2019-08-04 19:00:00
2019,8,4,20,664.4,29.33,2.4,MIDW,2019-08-04 20:00:00
2019,8,4,21,524.53,29.14,2.4,MIDW,2019-08-04 21:00:00
2019,8,4,22,351.95,28.71,2.42,MIDW,2019-08-04 22:00:00
2019,8,4,23,197.2,28.0,2.41,MIDW,2019-08-04 23:00:00
2019,8,5,0,31.4,25.87,2.57,MIDW,2019-08-05 00:00:00
2019,8,5,1,0.0,23.9,2.96,MIDW,2019-08-05 01:00:00
2019,8,5,2,0.0,22.71,3.02,MIDW,2019-08-05 02:00:00
2019,8,5,3,0.0,21.76,3.13,MIDW,2019-08-05 03:00:00
2019,8,5,4,0.0,21.13,3.37,MIDW,2019-08-05 04:00:00
2019,8,5,5,0.0,20.66,3.77,MIDW,2019-08-05 05:00:00
2019,8,5,6,0.0,20.29,3.98,MIDW,2019-08-05 06:00:00
2019,8,5,7,0.0,20.0,3.99,MIDW,2019-08-05 07:00:00
2019,8,5,8,0.0,19.79,4.07,MIDW,2019-08-05 08:00:00
2019,8,5,9,0.0,19.64,4.33,MIDW,2019-08-05 09:00:00
2019,8,5,10,0.0,19.46,4.5,MIDW,2019-08-05 10:00:00
2019,8,5,11,59.67,20.89,4.33,MIDW,2019-08-05 11:00:00
2019,8,5,12,224.32,22.83,3.4,MIDW,2019-08-05 12:00:00
2019,8,5,13,412.42,25.39,3.71,MIDW,2019-08-05 13:00:00
2019,8,5,14,588.4,27.38,3.84,MIDW,2019-08-05 14:00:00
2019,8,5,15,735.25,28.53,4.09,MIDW,2019-08-05 15:00:00
2019,8,5,16,716.6,29.3,4.49,MIDW,2019-08-05 16:00:00
2019,8,5,17,814.53,29.76,4.85,MIDW,2019-08-05 17:00:00
2019,8,5,18,766.38,29.79,5.36,MIDW,2019-08-05 18:00:00
2019,8,5,19,732.33,29.44,5.91,MIDW,2019-08-05 19:00:00
2019,8,5,20,612.4,28.93,6.22,MIDW,2019-08-05 20:00:00
2019,8,5,21,496.52,28.44,6.42,MIDW,2019-08-05 21:00:00
2019,8,5,22,362.27,27.82,6.58,MIDW,2019-08-05 22:00:00
2019,8,5,23,181.0,26.73,6.59,MIDW,2019-08-05 23:00:00
2019,8,6,0,32.12,25.19,7.03,MIDW,2019-08-06 00:00:00
2019,8,6,1,0.0,24.2,7.78,MIDW,2019-08-06 01:00:00
2019,8,6,2,0.0,24.01,8.89,MIDW,2019-08-06 02:00:00
2019,8,6,3,0.0,23.48,9.17,MIDW,2019-08-06 03:00:00
2019,8,6,4,0.0,22.68,8.15,MIDW,2019-08-06 04:00:00
2019,8,6,5,0.0,21.78,6.5,MIDW,2019-08-06 05:00:00
2019,8,6,6,0.0,21.16,5.97,MIDW,2019-08-06 06:00:00
2019,8,6,7,0.0,20.69,5.49,MIDW,2019-08-06 07:00:00
2019,8,6,8,0.0,20.45,4.96,MIDW,2019-08-06 08:00:00
2019,8,6,9,0.0,20.37,5.09,MIDW,2019-08-06 09:00:00
2019,8,6,10,0.0,20.13,4.43,MIDW,2019-08-06 10:00:00
2019,8,6,11,32.97,20.28,4.04,MIDW,2019-08-06 11:00:00
2019,8,6,12,138.9,20.52,3.42,MIDW,2019-08-06 12:00:00
2019,8,6,13,275.55,20.84,3.43,MIDW,2019-08-06 13:00:00
2019,8,6,14,419.83,21.69,4.02,MIDW,2019-08-06 14:00:00
2019,8,6,15,516.83,22.7,4.28,MIDW,2019-08-06 15:00:00
2019,8,6,16,543.62,24.51,4.22,MIDW,2019-08-06 16:00:00
2019,8,6,17,589.35,26.46,4.27,MIDW,2019-08-06 17:00:00
2019,8,6,18,570.17,27.6,4.32,MIDW,2019-08-06 18:00:00
2019,8,6,19,605.47,28.13,4.25,MIDW,2019-08-06 19:00:00
2019,8,6,20,673.67,28.18,4.08,MIDW,2019-08-06 20:00:00
2019,8,6,21,531.42,27.88,3.99,MIDW,2019-08-06 21:00:00
2019,8,6,22,355.05,27.35,3.92,MIDW,2019-08-06 22:00:00
2019,8,6,23,187.18,26.55,3.83,MIDW,2019-08-06 23:00:00
2019,8,7,0,27.52,24.48,3.38,MIDW,2019-08-07 00:00:00
2019,8,7,1,0.0,23.07,2.78,MIDW,2019-08-07 01:00:00
2019,8,7,2,0.0,22.78,2.21,MIDW,2019-08-07 02:00:00
2019,8,7,3,0.0,22.31,1.87,MIDW,2019-08-07 03:00:00
2019,8,7,4,0.0,21.92,1.41,MIDW,2019-08-07 04:00:00
2019,8,7,5,0.0,21.63,1.12,MIDW,2019-08-07 05:00:00
2019,8,7,6,0.0,20.68,1.61,MIDW,2019-08-07 06:00:00
2019,8,7,7,0.0,19.78,2.4,MIDW,2019-08-07 07:00:00
2019,8,7,8,0.0,18.91,2.94,MIDW,2019-08-07 08:00:00
2019,8,7,9,0.0,18.29,3.26,MIDW,2019-08-07 09:00:00
2019,8,7,10,0.0,17.74,3.68,MIDW,2019-08-07 10:00:00
2019,8,7,11,59.25,18.9,3.99,MIDW,2019-08-07 11:00:00
2019,8,7,12,234.57,21.05,3.24,MIDW,2019-08-07 12:00:00
2019,8,7,13,426.83,23.46,2.44,MIDW,2019-08-07 13:00:00
2019,8,7,14,603.17,26.55,2.8,MIDW,2019-08-07 14:00:00
2019,8,7,15,750.67,27.82,2.64,MIDW,2019-08-07 15:00:00
2019,8,7,16,816.15,28.67,3.65,MIDW,2019-08-07 16:00:00
2019,8,7,17,822.33,29.17,4.34,MIDW,2019-08-07 17:00:00
2019,8,7,18,751.12,29.4,4.63,MIDW,2019-08-07 18:00:00
2019,8,7,19,748.75,29.31,5.22,MIDW,2019-08-07 19:00:00
2019,8,7,20,677.35,29.03,5.52,MIDW,2019-08-07 20:00:00
2019,8,7,21,527.5,28.64,5.65,MIDW,2019-08-07 21:00:00
2019,8,7,22,364.83,27.9,5.75,MIDW,2019-08-07 22:00:00
2019,8,7,23,191.57,26.95,5.82,MIDW,2019-08-07 23:00:00
2019,8,8,0,28.35,24.88,6.17,MIDW,2019-08-08 00:00:00
2019,8,8,1,0.0,23.4,7.2,MIDW,2019-08-08 01:00:00
2019,8,8,2,0.0,22.98,8.1,MIDW,2019-08-08 02:00:00
2019,8,8,3,0.0,22.49,8.54,MIDW,2019-08-08 03:00:00
2019,8,8,4,0.0,21.91,8.33,MIDW,2019-08-08 04:00:00
2019,8,8,5,0.0,21.47,8.25,MIDW,2019-08-08 05:00:00
2019,8,8,6,0.0,21.13,8.18,MIDW,2019-08-08 06:00:00
2019,8,8,7,0.0,21.16,8.48,MIDW,2019-08-08 07:00:00
2019,8,8,8,0.0,20.96,7.93,MIDW,2019-08-08 08:00:00
2019,8,8,9,0.0,20.69,7.56,MIDW,2019-08-08 09:00:00
2019,8,8,10,0.0,20.16,6.8,MIDW,2019-08-08 10:00:00
2019,8,8,11,52.1,20.62,5.66,MIDW,2019-08-08 11:00:00
2019,8,8,12,223.38,22.0,4.13,MIDW,2019-08-08 12:00:00
2019,8,8,13,413.42,23.82,4.38,MIDW,2019-08-08 13:00:00
2019,8,8,14,590.33,25.55,5.71,MIDW,2019-08-08 14:00:00
2019,8,8,15,738.65,26.77,6.73,MIDW,2019-08-08 15:00:00
2019,8,8,16,802.05,27.54,7.21,MIDW,2019-08-08 16:00:00
2019,8,8,17,808.83,27.89,8.35,MIDW,2019-08-08 17:00:00
2019,8,8,18,796.95,27.72,9.68,MIDW,2019-08-08 18:00:00
2019,8,8,19,771.67,27.29,9.79,MIDW,2019-08-08 19:00:00
2019,8,8,20,641.75,26.98,9.28,MIDW,2019-08-08 20:00:00
2019,8,8,21,564.1,26.53,8.61,MIDW,2019-08-08 21:00:00
2019,8,8,22,383.92,25.73,8.13,MIDW,2019-08-08 22:00:00
2019,8,8,23,187.93,24.36,7.55,MIDW,2019-08-08 23:00:00
2019,8,9,0,35.0,21.77,7.04,MIDW,2019-08-09 00:00:00
2019,8,9,1,0.0,19.44,6.98,MIDW,2019-08-09 01:00:00
2019,8,9,2,0.0,18.52,6.81,MIDW,2019-08-09 02:00:00
2019,8,9,3,0.0,17.69,6.52,MIDW,2019-08-09 03:00:00
2019,8,9,4,0.0,16.99,6.15,MIDW,2019-08-09 04:00:00
2019,8,9,5,0.0,16.41,5.78,MIDW,2019-08-09 05:00:00
2019,8,9,6,0.0,15.91,5.73,MIDW,2019-08-09 06:00:00
2019,8,9,7,0.0,15.48,5.87,MIDW,2019-08-09 07:00:00
2019,8,9,8,0.0,15.05,5.83,MIDW,2019-08-09 08:00:00
2019,8,9,9,0.0,14.59,5.54,MIDW,2019-08-09 09:00:00
2019,8,9,10,0.0,14.09,5.33,MIDW,2019-08-09 10:00:00
2019,8,9,11,60.2,15.31,5.19,MIDW,2019-08-09 11:00:00
2019,8,9,12,238.77,17.52,3.86,MIDW,2019-08-09 12:00:00
2019,8,9,13,436.2,20.21,3.06,MIDW,2019-08-09 13:00:00
2019,8,9,14,620.75,23.3,3.9,MIDW,2019-08-09 14:00:00
2019,8,9,15,772.45,24.49,4.22,MIDW,2019-08-09 15:00:00
2019,8,9,16,879.38,25.4,4.38,MIDW,2019-08-09 16:00:00
2019,8,9,17,931.38,26.12,4.49,MIDW,2019-08-09 17:00:00
2019,8,9,18,911.4,26.58,4.65,MIDW,2019-08-09 18:00:00
2019,8,9,19,856.58,26.74,4.76,MIDW,2019-08-09 19:00:00
2019,8,9,20,726.47,26.65,4.52,MIDW,2019-08-09 20:00:00
2019,8,9,21,546.62,26.31,4.08,MIDW,2019-08-09 21:00:00
2019,8,9,22,374.67,25.79,3.79,MIDW,2019-08-09 22:00:00
2019,8,9,23,199.75,24.64,3.77,MIDW,2019-08-09 23:00:00
2019,8,10,0,34.88,22.13,3.38,MIDW,2019-08-10 00:00:00
2019,8,10,1,0.0,20.77,2.84,MIDW,2019-08-10 01:00:00
2019,8,10,2,0.0,20.54,2.08,MIDW,2019-08-10 02:00:00
2019,8,10,3,0.0,20.48,1.48,MIDW,2019-08-10 03:00:00
2019,8,10,4,0.0,20.49,0.78,MIDW,2019-08-10 04:00:00
2019,8,10,5,0.0,20.08,0.43,MIDW,2019-08-10 05:00:00
2019,8,10,6,0.0,19.15,0.91,MIDW,2019-08-10 06:00:00
2019,8,10,7,0.0,18.41,1.2,MIDW,2019-08-10 07:00:00
2019,8,10,8,0.0,17.49,1.49,MIDW,2019-08-10 08:00:00
2019,8,10,9,0.0,17.05,1.86,MIDW,2019-08-10 09:00:00
2019,8,10,10,0.0,16.77,2.17,MIDW,2019-08-10 10:00:00
2019,8,10,11,34.0,17.24,2.07,MIDW,2019-08-10 11:00:00
2019,8,10,12,157.32,19.33,1.45,MIDW,2019-08-10 12:00:00
2019,8,10,13,314.95,21.52,1.69,MIDW,2019-08-10 13:00:00
2019,8,10,14,529.97,24.07,2.36,MIDW,2019-08-10 14:00:00
2019,8,10,15,718.88,25.44,2.38,MIDW,2019-08-10 15:00:00
2019,8,10,16,824.65,26.48,2.01,MIDW,2019-08-10 16:00:00
2019,8,10,17,895.97,27.23,1.62,MIDW,2019-08-10 17:00:00
2019,8,10,18,888.35,27.83,1.25,MIDW,2019-08-10 18:00:00
2019,8,10,19,799.58,28.23,0.79,MIDW,2019-08-10 19:00:00
2019,8,10,20,604.7,28.52,0.44,MIDW,2019-08-10 20:00:00
2019,8,10,21,532.8,28.38,0.49,MIDW,2019-08-10 21:00:00
2019,8,10,22,350.92,28.01,0.76,MIDW,2019-08-10 22:00:00
2019,8,10,23,166.9,26.89,1.18,MIDW,2019-08-10 23:00:00
2019,8,11,0,23.0,24.4,2.21,MIDW,2019-08-11 00:00:00
2019,8,11,1,0.0,21.83,3.73,MIDW,2019-08-11 01:00:00
2019,8,11,2,0.0,20.68,5.0,MIDW,2019-08-11 02:00:00
2019,8,11,3,0.0,20.56,5.7,MIDW,2019-08-11 03:00:00
2019,8,11,4,0.0,20.62,5.97,MIDW,2019-08-11 04:00:00
2019,8,11,5,0.0,20.43,6.33,MIDW,2019-08-11 05:00:00
2019,8,11,6,0.0,20.01,6.48,MIDW,2019-08-11 06:00:00
2019,8,11,7,0.0,19.43,6.68,MIDW,2019-08-11 07:00:00
2019,8,11,8,0.0,18.82,6.83,MIDW,2019-08-11 08:00:00
2019,8,11,9,0.0,18.36,7.22,MIDW,2019-08-11 09:00:00
2019,8,11,10,0.0,17.8,7.45,MIDW,2019-08-11 10:00:00
2019,8,11,11,24.85,18.05,5.14,MIDW,2019-08-11 11:00:00
2019,8,11,12,87.53,18.65,3.09,MIDW,2019-08-11 12:00:00
2019,8,11,13,202.35,19.42,3.69,MIDW,2019-08-11 13:00:00
2019,8,11,14,340.4,20.65,3.66,MIDW,2019-08-11 14:00:00
2019,8,11,15,482.5,22.07,3.99,MIDW,2019-08-11 15:00:00
2019,8,11,16,638.58,22.69,4.89,MIDW,2019-08-11 16:00:00
2019,8,11,17,618.4,22.72,5.78,MIDW,2019-08-11 17:00:00
2019,8,11,18,580.78,23.87,6.27,MIDW,2019-08-11 18:00:00
2019,8,11,19,604.83,24.94,6.4,MIDW,2019-08-11 19:00:00
2019,8,11,20,294.7,25.85,5.97,MIDW,2019-08-11 20:00:00
2019,8,11,21,198.25,26.02,5.22,MIDW,2019-08-11 21:00:00
2019,8,11,22,126.35,25.53,4.5,MIDW,2019-08-11 22:00:00
2019,8,11,23,50.53,24.63,3.84,MIDW,2019-08-11 23:00:00
2019,8,12,0,11.9,23.12,3.55,MIDW,2019-08-12 00:00:00
2019,8,12,1,0.0,22.34,3.04,MIDW,2019-08-12 01:00:00
2019,8,12,2,0.0,22.36,2.26,MIDW,2019-08-12 02:00:00
2019,8,12,3,0.0,22.47,1.46,MIDW,2019-08-12 03:00:00
2019,8,12,4,0.0,22.74,0.48,MIDW,2019-08-12 04:00:00
2019,8,12,5,0.0,21.93,1.18,MIDW,2019-08-12 05:00:00
2019,8,12,6,0.0,20.83,2.59,MIDW,2019-08-12 06:00:00
2019,8,12,7,0.0,20.22,3.75,MIDW,2019-08-12 07:00:00
2019,8,12,8,0.0,20.06,4.72,MIDW,2019-08-12 08:00:00
2019,8,12,9,0.0,19.97,5.25,MIDW,2019-08-12 09:00:00
2019,8,12,10,0.0,19.74,5.35,MIDW,2019-08-12 10:00:00
2019,8,12,11,30.7,20.61,5.09,MIDW,2019-08-12 11:00:00
2019,8,12,12,72.12,22.4,3.9,MIDW,2019-08-12 12:00:00
2019,8,12,13,179.65,24.4,2.96,MIDW,2019-08-12 13:00:00
2019,8,12,14,258.27,26.12,1.7,MIDW,2019-08-12 14:00:00
2019,8,12,15,339.15,27.64,0.66,MIDW,2019-08-12 15:00:00
2019,8,12,16,348.92,28.86,0.99,MIDW,2019-08-12 16:00:00
2019,8,12,17,418.67,29.78,0.26,MIDW,2019-08-12 17:00:00
2019,8,12,18,361.75,30.04,0.86,MIDW,2019-08-12 18:00:00
2019,8,12,19,389.8,29.94,1.11,MIDW,2019-08-12 19:00:00
2019,8,12,20,210.88,29.97,0.85,MIDW,2019-08-12 20:00:00
2019,8,12,21,132.85,29.12,1.04,MIDW,2019-08-12 21:00:00
2019,8,12,22,55.5,27.73,1.93,MIDW,2019-08-12 22:00:00
2019,8,12,23,28.08,25.68,3.04,MIDW,2019-08-12 23:00:00
2019,8,13,0,10.2,23.88,4.1,MIDW,2019-08-13 00:00:00
2019,8,13,1,0.0,22.92,4.88,MIDW,2019-08-13 01:00:00
2019,8,13,2,0.0,22.39,5.57,MIDW,2019-08-13 02:00:00
2019,8,13,3,0.0,21.98,6.56,MIDW,2019-08-13 03:00:00
2019,8,13,4,0.0,21.62,7.31,MIDW,2019-08-13 04:00:00
2019,8,13,5,0.0,21.29,8.32,MIDW,2019-08-13 05:00:00
2019,8,13,6,0.0,20.81,8.6,MIDW,2019-08-13 06:00:00
2019,8,13,7,0.0,20.4,6.87,MIDW,2019-08-13 07:00:00
2019,8,13,8,0.0,20.03,6.31,MIDW,2019-08-13 08:00:00
2019,8,13,9,0.0,19.86,5.07,MIDW,2019-08-13 09:00:00
2019,8,13,10,0.0,19.69,4.16,MIDW,2019-08-13 10:00:00
2019,8,13,11,33.1,20.07,4.41,MIDW,2019-08-13 11:00:00
2019,8,13,12,107.5,21.17,4.6,MIDW,2019-08-13 12:00:00
2019,8,13,13,215.4,22.73,5.1,MIDW,2019-08-13 13:00:00
2019,8,13,14,381.08,24.75,5.04,MIDW,2019-08-13 14:00:00
2019,8,13,15,424.62,26.72,4.48,MIDW,2019-08-13 15:00:00
2019,8,13,16,551.95,27.89,3.91,MIDW,2019-08-13 16:00:00
2019,8,13,17,656.42,28.47,3.6,MIDW,2019-08-13 17:00:00
2019,8,13,18,618.58,28.81,3.66,MIDW,2019-08-13 18:00:00
2019,8,13,19,550.9,28.87,3.94,MIDW,2019-08-13 19:00:00
2019,8,13,20,543.62,28.42,4.29,MIDW,2019-08-13 20:00:00
2019,8,13,21,488.4,27.76,4.65,MIDW,2019-08-13 21:00:00
2019,8,13,22,332.05,26.64,5.17,MIDW,2019-08-13 22:00:00
2019,8,13,23,153.95,25.01,5.95,MIDW,2019-08-13 23:00:00
2019,8,14,0,18.6,22.67,6.4,MIDW,2019-08-14 00:00:00
2019,8,14,1,0.0,20.82,6.34,MIDW,2019-08-14 01:00:00
2019,8,14,2,0.0,19.8,5.68,MIDW,2019-08-14 02:00:00
2019,8,14,3,0.0,19.2,5.14,MIDW,2019-08-14 03:00:00
2019,8,14,4,0.0,18.79,4.83,MIDW,2019-08-14 04:00:00
2019,8,14,5,0.0,18.53,4.86,MIDW,2019-08-14 05:00:00
2019,8,14,6,0.0,18.4,5.02,MIDW,2019-08-14 06:00:00
2019,8,14,7,0.0,18.39,5.11,MIDW,2019-08-14 07:00:00
2019,8,14,8,0.0,18.32,4.93,MIDW,2019-08-14 08:00:00
2019,8,14,9,0.0,18.19,4.35,MIDW,2019-08-14 09:00:00
2019,8,14,10,0.0,18.16,3.5,MIDW,2019-08-14 10:00:00
2019,8,14,11,41.0,18.84,2.65,MIDW,2019-08-14 11:00:00
2019,8,14,12,193.98,20.32,1.47,MIDW,2019-08-14 12:00:00
2019,8,14,13,376.73,22.29,1.37,MIDW,2019-08-14 13:00:00
2019,8,14,14,530.05,23.66,2.33,MIDW,2019-08-14 14:00:00
2019,8,14,15,636.42,24.95,2.57,MIDW,2019-08-14 15:00:00
2019,8,14,16,726.85,26.27,2.57,MIDW,2019-08-14 16:00:00
2019,8,14,17,726.25,27.1,2.5,MIDW,2019-08-14 17:00:00
2019,8,14,18,743.62,27.54,2.51,MIDW,2019-08-14 18:00:00
2019,8,14,19,674.3,27.69,2.66,MIDW,2019-08-14 19:00:00
2019,8,14,20,544.17,27.46,2.73,MIDW,2019-08-14 20:00:00
2019,8,14,21,414.85,26.42,3.07,MIDW,2019-08-14 21:00:00
2019,8,14,22,255.07,24.86,4.32,MIDW,2019-08-14 22:00:00
2019,8,14,23,118.03,22.83,5.87,MIDW,2019-08-14 23:00:00
2019,8,15,0,18.08,20.87,6.76,MIDW,2019-08-15 00:00:00
2019,8,15,1,0.0,19.65,7.27,MIDW,2019-08-15 01:00:00
2019,8,15,2,0.0,18.98,6.76,MIDW,2019-08-15 02:00:00
2019,8,15,3,0.0,18.59,6.26,MIDW,2019-08-15 03:00:00
2019,8,15,4,0.0,18.38,6.34,MIDW,2019-08-15 04:00:00
2019,8,15,5,0.0,18.12,6.59,MIDW,2019-08-15 05:00:00
2019,8,15,6,0.0,17.73,6.59,MIDW,2019-08-15 06:00:00
2019,8,15,7,0.0,17.41,6.6,MIDW,2019-08-15 07:00:00
2019,8,15,8,0.0,17.13,6.56,MIDW,2019-08-15 08:00:00
2019,8,15,9,0.0,17.03,6.48,MIDW,2019-08-15 09:00:00
2019,8,15,10,0.0,17.09,6.47,MIDW,2019-08-15 10:00:00
2019,8,15,11,35.55,17.47,6.24,MIDW,2019-08-15 11:00:00
2019,8,15,12,180.2,18.89,5.85,MIDW,2019-08-15 12:00:00
2019,8,15,13,360.2,20.77,6.3,MIDW,2019-08-15 13:00:00
2019,8,15,14,547.67,22.36,6.3,MIDW,2019-08-15 14:00:00
2019,8,15,15,676.33,23.64,6.2,MIDW,2019-08-15 15:00:00
2019,8,15,16,748.3,24.63,5.77,MIDW,2019-08-15 16:00:00
2019,8,15,17,752.25,25.33,5.04,MIDW,2019-08-15 17:00:00
2019,8,15,18,764.75,25.79,4.4,MIDW,2019-08-15 18:00:00
2019,8,15,19,708.62,25.96,3.86,MIDW,2019-08-15 19:00:00
2019,8,15,20,638.3,25.96,3.33,MIDW,2019-08-15 20:00:00
